timestamp,target,cmi,level,error,authority,emotional,logical,statistical,hype,clickbait,propaganda,fear,enemy_frame,disclaimer_exploit,anonymous_authority,naked_number,sexual_induction,beauty_diet,human_label,riskfactor
46122.49583,AD_067,40.3,MEDIUM,,0.295,0.184,0.368,1,0,0,0,0,1,0,0,1,0.983,0,MEDIUM,No academic/empirical support
46122.49583,AD_070,27.1,LOW,,0,0.104,0.313,1,1,0,0,0,0,0,0.251,0,0,0,HIGH,No academic/empirical support
46122.49583,AD_071,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,HIGH,Desire Activation
46122.49583,AD_072,19.9,LOW,,0,0.203,0,1,0,0,0,0,0,0,0.648,0,0,0,MEDIUM,No academic/empirical support
46122.49583,AD_073,31.8,LOW,,0,1,0,1,0,0,0,0,0,0,0.296,1,0,0,MEDIUM,Desire Activation
46122.49583,AD_074,25.4,LOW,,0,0.183,0,1,0.44,0,0,0,0,0,0,1,0,0,HIGH,Desire Activation
46122.49583,AD_076,10,LOW,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,LOW,
46122.49583,AD_079,22.2,LOW,,0.032,0.037,0,1,0.178,0,0,0,0,0,0,1,0,0,MEDIUM,No academic/empirical support
46122.49583,AD_084,7.9,LOW,,0,0.191,0,0,0,0,0,0,0,0,0,1,0,0,MEDIUM,No academic/empirical support
46122.49583,note_085,36,MEDIUM,,0,0,0,1,1,0,0,0,1,0,0,1,0,0,HIGH,Desire Activation
46122.49583,note_087,37.8,MEDIUM,,0.678,0.636,1,0,0,0,0.424,0.339,1,0,0.113,0,0.565,0,HIGH,Desire Activation
46122.49583,SN_086,24,LOW,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,MEDIUM,Emotional Induction
46122.49583,Web_088,44.7,MEDIUM,,1,0.277,0.554,1,0,0,0,0.443,1,0,0,0,0,0,HIGH,No academic/empirical support
46122.49583,Web_089,37.1,MEDIUM,,0,0.22,1,1,0.081,0,0,0.122,0.153,0,0,1,1,0,HIGH,Desire Activation
46122.49583,Web_091,29.6,LOW,,0.042,0.24,0.721,1,0.289,0,0,0.577,0,0,0,0,0,0,HIGH,Emotional Induction
46122.49583,Web_094,32.2,LOW,,0.275,0.154,0.927,1,0.741,0,0,0,0,0,0,0,0,0,HIGH,Emotional Induction
46122.49583,Web_095,9.8,LOW,,0,0.177,1,0,0,0,0,0,0,0,0,0,0,0,MEDIUM,Emotional Induction
46122.49583,note_096,22.9,LOW,,0,0.289,1,0,0,0,0,1,0,0,0,0,1,0,HIGH,Desire Activation
46122.49583,note_097,8.7,LOW,,0,0.07,1,0,0,0,0,0,0,0,0,0,0,0,HIGH,Emotional Induction
46122.49583,note_098,40.1,MEDIUM,,0.174,0.177,1,1,0.51,0,0.213,0.17,1,0,0,0,0,0,HIGH,Emotional Induction
46122.49583,SN_099,8,LOW,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MEDIUM,Emotional Induction
46122.49583,SN_100,26,LOW,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
46122.49583,web101,20.3,LOW,,0,0.631,1,0,0,0,0,0,0,0,0,1,0,0,HIGH,No academic/empirical support
46122.49583,web102,51.4,MEDIUM,,1,0.502,1,1,0,0,0,0.803,0,0,0,1,0,0,HIGH,No academic/empirical support
46122.49583,web103,26.5,LOW,,0,0.567,0.85,1,0,0,0,0,0,0,0,0,0,0,LOW,
46122.49583,web104,35.7,MEDIUM,,0.751,0.469,1,1,0,0,0,0,0,0,0,0,0,0,MEDIUM,Emotional Induction
46122.49583,web105,23.3,LOW,,0,0.126,1,1,0,0,0,0,0,0,0,0,0,0,HIGH,No academic/empirical support
46122.49583,web106,41.6,MEDIUM,,1,0.759,1,1,0,0,0,0,0,0,0,0,0,0,HIGH,Emotional Induction
46122.49583,web107,34.1,LOW,,0,0.594,1,0.297,0,0,0,0.357,0.891,0,0,1,0,0,HIGH,Emotional Induction
46122.49583,web108,34.5,LOW,,0.915,0.381,1,0,0.458,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
46122.49583,web109,34,LOW,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,HIGH,No academic/empirical support
46122.49583,web110,34.9,LOW,,0.712,0.099,1,0.396,1,0,0,0.475,0,0,0,0,0,0,HIGH,Emotional Induction
46122.49583,web132,16.5,LOW,,0,0.249,0,0.997,0,0,0,0,0,0,0,0,0,0,LOW,Intent-Unresolved
46122.49583,web133,16.7,LOW,,0,0.272,0,1,0,0,0,0,0,0,0,0,0,0,LOW,Intent-Unresolved
46122.49583,web134,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LOW,Intent-Unresolved
46122.49583,web135,52,MEDIUM,,0.496,0.207,1,1,1,0,0,1,0,0,0,1,0,0,MEDIUM,No academic/empirical support
46122.49583,web136,12.8,LOW,,0,0.044,0.266,0,0.851,0,0,0.426,0,0,0,0,0,0,LOW,Intent-Unresolved
46122.49583,web137,40.6,MEDIUM,,1,0.022,0.264,1,0.423,0,0,0.317,0.793,0,0,0,0,0,LOW,False Positive
2026/4/12 16:22,web138,15.2,LOW,,0,0.153,0.344,0,0,0,0,0.367,1,0,0,0,0,0,HIGH,Potential concealment of adverse info
2026/4/12 16:22,web139,17,LOW,,0.932,0.582,0,0,0,0,0,0,0,0,0,0,0,0,LOW,Emotional Induction
2026/4/12 16:22,web140,18,LOW,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LOW,Emotional Induction
2026/4/12 16:22,web141,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEDIUM,False Negative
2026/4/12 16:22,web142,37.2,MEDIUM,,1,0.323,0,1,1,0,0,0,0,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/12 16:22,web143,25.1,LOW,,0,0,1,1,0,0,0,0,0.392,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/12 16:22,web144,35,MEDIUM,,0,0.077,0.929,1,0,0,1,0,1,0,0.124,0,0,0,MEDIUM,No academic/empirical support
2026/4/12 16:22,web145,38.9,MEDIUM,,0.406,0.11,0.101,1,0.162,0.051,0.253,0.203,1,0,0,1,0,0,MEDIUM,No academic/empirical support
2026/4/12 16:22,web146,34.2,LOW,,0.73,0.122,0,1,0.367,0,0.276,0.22,0.551,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/13 11:41,web162,24,LOW,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,HIGH,Desire Activation
2026/4/13 11:41,web163,32.6,LOW,,0,0.774,1,0.774,0,0,0,0,0,0,0,1,0,0,HIGH,Desire Activation
2026/4/13 11:18,note164,52.1,MEDIUM,,0.642,0.368,1,1,0.589,0,0,1,0,0,0,1,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note165,23.3,LOW,,0,0.22,0,1,0,0,0,0,0,0,0.176,1,0,0,MEDIUM,Emotional Induction
2026/4/13 11:41,note167,47.2,MEDIUM,,0.443,0.68,1,1,0.816,0,0,0.816,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note168,38.6,MEDIUM,,0,0.727,1,0,0.582,0,0,0.582,1,0,0,1,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note169,22.9,LOW,,0,0.45,0.54,0.36,0,0.54,0,0.863,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note170,36,MEDIUM,,0.826,1,1,0.341,0.409,0,0,0,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note171,36,MEDIUM,,0.826,1,1,0.341,0.409,0,0,0,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note172,19.8,LOW,,0,0.184,0,0.368,0.442,0.553,0,0.884,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note173,42.2,MEDIUM,,0.36,0.353,1,1,0.848,0.53,0,0.424,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note174,32.9,LOW,,0,0.687,0,1,0,1,0,1,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note175,35.2,MEDIUM,,0,0.26,1,1,0,1,0,0.831,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note176,45.7,MEDIUM,,0,1,0.709,1,0,0,0,1,1,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note177,31.1,LOW,,0,0.343,1,0.686,0,0.515,0,1,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note178,50.6,MEDIUM,,0,1,1,1,0.915,1,0,0.915,0,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 11:41,note179,56.1,MEDIUM,,0.519,0.864,1,1,0,0,0,1,0.648,0,0,1,0,0,HIGH,Emotional Induction
2026/4/13 11:41,web154,26,LOW,,0,0.396,1,1,0,0,0,0,0,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/13 14:38,web156,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LOW,False Positive
2026/4/13 14:38,web180,25.8,LOW,,0,1,0,0.477,0.573,0,0,0.573,0,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web181,23.7,LOW,,0,0.192,0.576,1,0,0,0.576,0,0,0,0.154,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web182,13.2,LOW,,0,0.322,0,0.43,0,0,1,0,0,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web183,23.1,LOW,,0,0.187,0,1,0,0,0,0.899,0,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web184,29.4,LOW,,0.613,0,1,1,0,0,0,0,0,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/13 14:38,web185,28.8,LOW,,0,0,1,0.918,0,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web186,30,LOW,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web188,16,LOW,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web189,16,LOW,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web190,8,LOW,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web191,9.8,LOW,,0,0.175,0,0,0,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web192,31.9,LOW,,0,0.613,1,0.7,0,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web193,31.6,LOW,,0.435,0,0,0.777,0.933,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web195,27.4,LOW,,0.314,0.33,0,1,0.792,0,0,0,0,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:38,web196,32.7,LOW,,0.24,0,0,1,0.979,0,0,0,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 14:48,web197,2.6,LOW,,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/13 15:00,vol01,35.8,MEDIUM,,0.491,0.113,1,0.451,0.812,0,0,0,1,0,0,0,0,0,MEDIUM,False Positive
2026/4/13 15:00,ir_report.pdf,25.3,LOW,,0,0.196,0,1,0,0,0,0.188,0.235,0,1,0,0,0,MEDIUM,False Positive
2026/4/13 15:36,web194,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MEDIUM,False negative
2026/4/13 15:36,web198,2.6,LOW,,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/13 15:36,web199,39.1,MEDIUM,,0.4,0.304,0.457,0.304,0.731,0,0.913,0.731,1,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 15:36,web200,20.7,LOW,,0,0.155,0.931,0,1,0,0,0,0.466,0,0,0,0,0,MEDIUM,Emotional Induction
2026/4/13 15:36,web201,42.9,MEDIUM,,1,0.2,1,0.399,0.958,0,0,0.958,0,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web202,35,MEDIUM,,0.192,0.08,0,1,1,0,0.479,1,0,0,0,0,0,0,MEDIUM,No academic/empirical support
2026/4/13 15:36,web203,61.4,HIGH,,1,0.482,0.413,1,1,0,0.826,1,1,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web204,17.7,LOW,,0.021,0.169,0.508,0,0.203,0,0,0.203,1,0,0.068,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web205,23.4,LOW,,0.038,0,1,0.229,0.274,0,0.343,0.274,0.686,0,0.091,0,0,0,MEDIUM,Emotional Induction
2026/4/13 15:36,web206,23.1,LOW,,0.04,0.125,0.747,0.332,0.398,0,0.498,0.398,0.249,0,0.066,0,0,0,MEDIUM,Emotional Induction
2026/4/13 15:36,web207,45,MEDIUM,,0,0.303,1,1,0,0,1,1,1,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web208,46.5,MEDIUM,,1,0.512,1,1,0,0.341,0,0,0,0,0,1,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web209,51.3,MEDIUM,,1,0.198,1,0.316,0.759,0,0.711,1,1,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web210,45,MEDIUM,,0.214,0.341,0.818,1,0.327,0,0,0.982,1,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web211,36.5,MEDIUM,,0,0.447,0.447,1,0,0,0.894,0.358,1,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web213,40.6,MEDIUM,,0,0.312,0.936,1,0,0,0,1,1,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web214,14,LOW,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MEDIUM,False Positive
2026/4/13 15:36,web215,44.3,MEDIUM,,0.046,1,0.51,1,0.068,0,0,0.884,1,0,0,0,0,0,HIGH,Emotional Induction
2026/4/13 15:36,web216,41.3,MEDIUM,,0.261,0.114,0.824,1,0.55,0,0.137,0.44,1,0,0,0,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web217,35.9,MEDIUM,,0,0,1,0.421,0,0,0,1,1,0,0,1,0,0,HIGH,No academic/empirical support
2026/4/13 15:36,web218,21.3,LOW,,0,0.144,0.866,0,0,0,0,0,0.866,0,0,1,0,0,MEDIUM,Emotional Induction
2026/4/14 17:52,note162,24,LOW,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,HIGH,Desire Activation
2026/4/14 17:52,note163,32.6,LOW,,0,0.774,1,0.774,0,0,0,0,0,0,0,1,0,0,HIGH,Desire Activation
2026/4/14 23:19,note219,44,MEDIUM,,0.367,0.917,1,0.611,1,0,0,0.734,0,0,0,0,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note220,38.1,MEDIUM,,1,0.634,0.952,0,0.761,0,0,0.761,0,0,0,0,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note221,33,LOW,,0,0.964,1,0,0,0,0,0.925,1,0,0,0,0,1,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note222,24.3,LOW,,0,0.829,1,0,0,0,0,1,0,0,0,0,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note223,50.5,MEDIUM,,1,0.462,1,1,0.74,0,0,0.74,0,0,0,0,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note224,22.4,LOW,,0,0.641,1,0,0,0,0,1,0,0,0,0,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note225,39.6,MEDIUM,,0,0.733,0,0.733,0,0,0,1,1,0,0,1,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note226,37.7,MEDIUM,,0,0.958,1,1,0,0,0,0.767,0,0,0,0,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note227,37.7,MEDIUM,,1,0.833,1,0,1,0,0,0,0,0,0.222,0,0,0,MEDIUM,Intent-Unresolved
2026/4/14 23:19,note228,39.9,MEDIUM,,0,0.989,1,1,1,0,0,0,0,0,0,0,0,0,MEDIUM,Intent-Unresolved
2026/4/16 13:21,sn230,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH,False Negative
2026/4/16 13:21,sn231,12,LOW,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,HIGH,False Negative
2026/4/16 13:21,sn232,12,LOW,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,HIGH,False Negative
2026/4/16 13:21,sn233,0,LOW,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HIGH,False Negative
2026-04-29,yozawa_byousoku_ch1,24.4,LOW,,0.033,0.123,0.74,0.247,0.444,0,0,0.444,0,0,0.049,1,0,0,HIGH,False Negative
2026-04-29,yozawa_byousoku_ch2,45.5,MEDIUM,,0.445,0.198,1,0.907,0.544,0,0.68,0.408,0.851,0,0.045,0,0,0,HIGH,Emotional Induction
2026-04-29,yozawa_byousoku_ch3,34.6,LOW,,0,0.093,0.977,1,0.335,0,0,0.112,0.14,0,0.186,1,0,0,HIGH,False Negative
2026-04-29,yozawa_byousoku_ch4,35,MEDIUM,,0.009,0.414,1,1,0.133,0,0,0,0,0,0.088,1,0,0,HIGH,False Negative
2026-04-29,yozawa_byousoku_ch5,18.6,LOW,,0.016,0.444,1,0.104,0.251,0,0,0,0.313,0,0,0,0,0,HIGH,False Negative
2026-04-29,yozawa_byousoku_ch6,31.4,LOW,,0.139,0.254,1,0.761,0.913,0,0,0,0,0,0.203,0,0,0,HIGH,False Negative
2026-04-29,yozawa_byousoku_ch7,42.7,MEDIUM,,0.034,0.115,1,1,0.185,0,0,0.369,1,0,0.123,1,0,0,HIGH,False Negative
2026-04-29,yozawa_butinuku_ch1,33.1,LOW,,0.009,0.438,1,0.877,0.131,0,0,0,0.164,0,0,1,0,0,HIGH,False Negative
2026-04-29,yozawa_butinuku_ch2,48.7,MEDIUM,,0.391,0.407,1,1,0.379,0,0,0.568,0.552,0,0,1,0,0,HIGH,Emotional Induction
2026-04-29,yozawa_butinuku_ch3,41.8,MEDIUM,,0.173,0.327,1,1,0.405,0,0,0.304,0.317,0,0.034,1,0,0.127,HIGH,Emotional Induction
2026-04-29,yozawa_butinuku_ch4,42.1,MEDIUM,,0.33,0.454,1,1,0.182,0,0,0.363,0.908,0,0,0,0,0,HIGH,No academic/empirical support
2026-04-29,yozawa_butinuku_ch5,28.7,LOW,,0.572,0.063,1,0,0.902,0,0,0,0,0,0,1,0,0,HIGH,False Negative
2026-04-29,yozawa_butinuku_ch6,37.5,MEDIUM,,0.392,0.245,1,1,0,0,0,0.523,0.49,0,0.044,0,0,0,MEDIUM,Emotional Induction
2026-04-29,watanabe_kimi_ch1,35,MEDIUM,,0.301,0.812,1,0.842,0.433,0,0,0,0,0,0,0,0,0,MEDIUM,Emotional Induction
2026-04-29,watanabe_kimi_ch2,27.7,LOW,,0.548,0.469,1,0.104,0.751,0,0,0.125,0,0,0,0,0,0,HIGH,False Negative
2026-04-29,watanabe_kimi_ch3,27,LOW,,0.492,0.487,1,0.205,0.369,0,0,0,0.307,0,0,0,0,0,HIGH,False Negative
